station_abbr,reference_timestamp,tre200h0,tre200hn,tre200hx,tre005h0,tre005hn,ure200h0,pva200h0,tde200h0,prestah0,pp0qffh0,pp0qnhh0,ppz700h0,ppz850h0,fkl010h1,dkl010h0,fkl010h0,fu3010h0,fu3010h1,fkl010h3,fu3010h3,wcc006h0,fve010h0,rre150h0,htoauths,gre000h0,oli000h0,olo000h0,osr000h0,ods000h0,sre000h0,erefaoh0,timestamp,year,month,month_str
MAH,01.06.2025 10:00,24.1,23.5,24.6,,,63.4,19.0,16.7,967.2,1016.4,1018.8,,,5.6,185,2.3,8.3,20.2,5.3,19.1,,,0.0,,624,,,,415,23,0.44,2025-06-01 10:00:00,2025,6,June
MAH,01.06.2025 11:00,25.5,24.7,26.4,,,58.4,19.0,16.7,966.9,1015.8,1018.4,,,5.7,182,3.0,10.8,20.5,5.4,19.4,,,0.0,,880,,,,280,58,0.619,2025-06-01 11:00:00,2025,6,June
MAH,01.06.2025 12:00,27.0,26.2,27.5,,,53.2,18.9,16.6,966.3,1014.9,1017.8,,,9.7,179,5.7,20.5,34.9,9.5,34.2,,,0.0,,818,,,,451,40,0.632,2025-06-01 12:00:00,2025,6,June
MAH,01.06.2025 13:00,27.6,27.0,28.2,,,48.6,17.9,15.8,965.6,1014.1,1017.1,,,11.3,193,7.1,25.6,40.7,10.9,39.2,,,0.0,,672,,,,491,16,0.591,2025-06-01 13:00:00,2025,6,June
MAH,01.06.2025 14:00,27.9,27.2,28.5,,,42.2,15.8,13.8,965.3,1013.7,1016.8,,,10.6,203,6.7,24.1,38.2,10.3,37.1,,,0.0,,653,,,,412,32,0.598,2025-06-01 14:00:00,2025,6,June
MAH,01.06.2025 15:00,23.8,21.6,27.1,,,55.7,16.2,14.2,965.2,1014.3,1016.7,,,10.9,216,5.1,18.4,39.2,10.3,37.1,,,2.1,,100,,,,95,0,0.201,2025-06-01 15:00:00,2025,6,June
MAH,01.06.2025 16:00,22.2,20.5,23.2,,,67.5,18.0,15.8,965.2,1014.7,1016.7,,,7.2,88,3.0,10.8,25.9,7.1,25.6,,,0.0,,200,,,,196,0,0.181,2025-06-01 16:00:00,2025,6,June
MAH,01.06.2025 17:00,21.2,20.6,22.5,,,78.7,19.7,17.3,965.2,1014.8,1016.7,,,4.0,34,1.5,5.4,14.4,3.8,13.7,,,0.0,,80,,,,79,0,0.079,2025-06-01 17:00:00,2025,6,June
MAH,01.06.2025 18:00,20.6,19.7,21.6,,,65.2,15.9,13.7,965.7,1015.4,1017.2,,,15.0,232,5.4,19.4,54.0,14.5,52.2,,,0.0,,21,,,,20,0,0.125,2025-06-01 18:00:00,2025,6,June
MAH,01.06.2025 19:00,19.3,19.0,19.6,,,66.3,14.8,12.8,965.5,1015.4,1017.0,,,11.3,209,4.2,15.1,40.7,10.7,38.5,,,0.0,,17,,,,16,0,0.093,2025-06-01 19:00:00,2025,6,June
MAH,01.06.2025 20:00,18.4,18.0,18.9,,,73.5,15.6,13.6,966.3,1016.5,1017.8,,,8.5,229,3.4,12.2,30.6,8.2,29.5,,,0.0,,8,,,,7,0,0.029,2025-06-01 20:00:00,2025,6,June
MAH,01.06.2025 21:00,17.4,16.3,18.2,,,81.7,16.2,14.2,966.7,1017.1,1018.2,,,5.4,214,2.1,7.6,19.4,5.2,18.7,,,0.2,,3,,,,2,0,0.01,2025-06-01 21:00:00,2025,6,June
MAH,01.06.2025 22:00,17.0,16.1,18.1,,,89.4,17.2,15.1,966.5,1017.0,1018.0,,,8.8,184,2.0,7.2,31.7,8.4,30.2,,,0.0,,1,,,,0,0,0.003,2025-06-01 22:00:00,2025,6,June
MAH,01.06.2025 23:00,17.5,17.0,18.5,,,79.2,15.8,13.8,966.7,1017.1,1018.3,,,8.4,213,4.0,14.4,30.2,7.9,28.4,,,0.1,,3,,,,2,0,0.022,2025-06-01 23:00:00,2025,6,June
MAH,02.06.2025 00:00,16.3,15.8,17.1,,,94.9,17.6,15.5,966.8,1017.4,1018.4,,,5.2,189,2.5,9.0,18.7,5.0,18.0,,,1.3,,2,,,,1,0,0.0,2025-06-02 00:00:00,2025,6,June
MAH,02.06.2025 01:00,15.6,15.2,16.1,,,99.2,17.6,15.5,966.7,1017.4,1018.2,,,2.1,360,0.8,2.9,7.6,2.0,7.2,,,0.0,,2,,,,1,0,-0.007,2025-06-02 01:00:00,2025,6,June
MAH,02.06.2025 02:00,15.6,15.3,15.8,,,99.3,17.6,15.5,967.1,1017.9,1018.7,,,3.3,219,1.4,5.0,11.9,3.2,11.5,,,0.6,,3,,,,1,0,-0.006,2025-06-02 02:00:00,2025,6,June
MAH,02.06.2025 03:00,15.8,15.2,16.3,,,99.0,17.8,15.6,966.8,1017.5,1018.4,,,6.0,162,2.4,8.6,21.6,5.9,21.2,,,1.9,,2,,,,0,0,-0.004,2025-06-02 03:00:00,2025,6,June
MAH,02.06.2025 04:00,16.0,15.7,16.2,,,97.9,17.8,15.7,967.3,1018.0,1018.9,,,5.2,236,2.0,7.2,18.7,4.9,17.6,,,0.0,,2,,,,1,0,-0.004,2025-06-02 04:00:00,2025,6,June
MAH,02.06.2025 05:00,15.8,15.6,16.0,,,99.3,17.8,15.7,967.5,1018.2,1019.1,,,2.7,90,1.3,4.7,9.7,2.7,9.7,,,3.1,,5,,,,4,0,0.017,2025-06-02 05:00:00,2025,6,June
MAH,02.06.2025 06:00,15.6,15.5,15.8,,,99.3,17.6,15.5,967.5,1018.3,1019.1,,,2.5,336,1.3,4.7,9.0,2.5,9.0,,,2.6,,16,,,,14,0,0.023,2025-06-02 06:00:00,2025,6,June
MAH,02.06.2025 07:00,16.5,15.8,17.0,,,99.3,18.6,16.4,967.4,1018.0,1019.0,,,2.2,14,0.9,3.2,7.9,2.0,7.2,,,0.2,,157,,,,155,0,0.093,2025-06-02 07:00:00,2025,6,June
MAH,02.06.2025 08:00,17.8,17.2,18.4,,,97.4,19.8,17.4,967.4,1017.8,1019.0,,,3.0,326,0.9,3.2,10.8,2.8,10.1,,,0.0,,217,,,,214,0,0.135,2025-06-02 08:00:00,2025,6,June
MAH,02.06.2025 09:00,19.2,19.0,19.5,,,91.8,20.4,17.8,967.3,1017.3,1018.9,,,5.3,194,3.5,12.6,19.1,5.2,18.7,,,0.0,,262,,,,257,0,0.162,2025-06-02 09:00:00,2025,6,June
MAH,02.06.2025 10:00,20.2,19.6,20.7,,,87.3,20.7,18.0,967.1,1017.0,1018.7,,,7.5,190,4.1,14.8,27.0,7.3,26.3,,,0.0,,302,,,,285,0,0.197,2025-06-02 10:00:00,2025,6,June
MAH,02.06.2025 11:00,20.4,19.9,21.5,,,78.5,18.8,16.5,967.4,1017.3,1019.0,,,7.9,209,3.9,14.0,28.4,7.8,28.1,,,0.1,,418,,,,298,9,0.279,2025-06-02 11:00:00,2025,6,June
MAH,02.06.2025 12:00,20.6,20.5,20.8,,,79.0,19.2,16.8,967.1,1016.9,1018.7,,,7.5,208,4.0,14.4,27.0,7.2,25.9,,,0.0,,257,,,,243,0,0.197,2025-06-02 12:00:00,2025,6,June
MAH,02.06.2025 13:00,18.7,17.3,20.5,,,86.4,18.6,16.3,967.2,1017.4,1018.8,,,12.9,207,5.5,19.8,46.4,12.4,44.6,,,3.5,,90,,,,88,0,0.093,2025-06-02 13:00:00,2025,6,June
MAH,02.06.2025 14:00,17.4,17.2,17.6,,,91.8,18.3,16.1,967.6,1018.1,1019.2,,,5.0,180,2.0,7.2,18.0,4.6,16.6,,,2.0,,85,,,,83,0,0.07,2025-06-02 14:00:00,2025,6,June
MAH,02.06.2025 15:00,17.8,17.5,18.1,,,90.3,18.4,16.2,967.2,1017.5,1018.8,,,3.6,218,1.9,6.8,13.0,3.5,12.6,,,1.0,,115,,,,113,0,0.087,2025-06-02 15:00:00,2025,6,June
MAH,02.06.2025 16:00,18.0,17.8,18.1,,,94.5,19.4,17.1,967.1,1017.4,1018.7,,,5.0,180,1.6,5.8,18.0,4.8,17.3,,,1.9,,89,,,,87,0,0.068,2025-06-02 16:00:00,2025,6,June
MAH,02.06.2025 17:00,18.3,18.1,18.4,,,91.6,19.2,16.9,967.1,1017.3,1018.7,,,3.0,194,1.2,4.3,10.8,2.7,9.7,,,0.7,,66,,,,63,0,0.056,2025-06-02 17:00:00,2025,6,June
MAH,02.06.2025 18:00,17.9,17.8,18.0,,,87.8,18.1,15.9,967.2,1017.5,1018.8,,,2.1,59,0.7,2.5,7.6,2.0,7.2,,,0.0,,43,,,,41,0,0.04,2025-06-02 18:00:00,2025,6,June
MAH,02.06.2025 19:00,17.3,16.8,17.7,,,88.6,17.5,15.4,967.2,1017.7,1018.8,,,4.8,204,1.8,6.5,17.3,4.7,16.9,,,1.2,,16,,,,15,0,0.029,2025-06-02 19:00:00,2025,6,June
MAH,02.06.2025 20:00,16.6,16.4,16.7,,,99.2,18.7,16.5,967.3,1017.9,1018.9,,,4.5,180,2.8,10.1,16.2,4.4,15.8,,,0.4,,2,,,,1,0,-0.004,2025-06-02 20:00:00,2025,6,June
MAH,02.06.2025 21:00,16.1,15.7,16.3,,,99.2,18.1,16.0,967.6,1018.3,1019.2,,,3.3,189,1.6,5.8,11.9,3.2,11.5,,,0.0,,2,,,,1,0,-0.005,2025-06-02 21:00:00,2025,6,June
MAH,02.06.2025 22:00,15.9,15.7,16.0,,,99.2,17.9,15.8,967.4,1018.1,1019.0,,,2.8,218,1.4,5.0,10.1,2.7,9.7,,,0.0,,2,,,,1,0,-0.006,2025-06-02 22:00:00,2025,6,June
MAH,02.06.2025 23:00,15.8,15.6,15.9,,,99.2,17.8,15.7,967.2,1017.9,1018.8,,,1.9,211,1.2,4.3,6.8,1.8,6.5,,,0.0,,2,,,,1,0,-0.006,2025-06-02 23:00:00,2025,6,June
MAH,03.06.2025 00:00,15.6,15.4,15.7,,,99.3,17.6,15.5,966.8,1017.5,1018.4,,,1.7,230,0.9,3.2,6.1,1.7,6.1,,,0.0,,2,,,,1,0,-0.007,2025-06-03 00:00:00,2025,6,June
MAH,03.06.2025 01:00,15.7,15.5,15.7,,,99.3,17.7,15.6,966.4,1017.1,1017.9,,,2.3,204,1.1,4.0,8.3,2.2,7.9,,,0.7,,3,,,,2,0,-0.006,2025-06-03 01:00:00,2025,6,June
MAH,03.06.2025 02:00,15.5,15.4,15.7,,,99.3,17.5,15.4,966.2,1016.9,1017.7,,,1.4,230,0.9,3.2,5.0,1.4,5.0,,,0.0,,2,,,,1,0,-0.007,2025-06-03 02:00:00,2025,6,June
MAH,03.06.2025 03:00,15.5,15.3,15.7,,,99.3,17.5,15.4,965.8,1016.5,1017.3,,,1.4,236,0.9,3.2,5.0,1.4,5.0,,,0.2,,3,,,,2,0,-0.006,2025-06-03 03:00:00,2025,6,June
MAH,03.06.2025 04:00,15.3,15.1,15.5,,,99.3,17.2,15.2,965.5,1016.2,1017.0,,,1.6,252,0.8,2.9,5.8,1.5,5.4,,,0.1,,4,,,,3,0,-0.006,2025-06-03 04:00:00,2025,6,June
MAH,03.06.2025 05:00,15.5,15.3,15.6,,,99.3,17.5,15.4,965.6,1016.3,1017.1,,,1.4,230,0.9,3.2,5.0,1.4,5.0,,,0.0,,27,,,,25,0,0.019,2025-06-03 05:00:00,2025,6,June
MAH,03.06.2025 06:00,15.9,15.8,16.2,,,99.3,18.0,15.8,965.6,1016.2,1017.1,,,1.9,291,0.9,3.2,6.8,1.9,6.8,,,0.0,,70,,,,68,0,0.045,2025-06-03 06:00:00,2025,6,June
MAH,03.06.2025 07:00,16.8,16.4,17.0,,,98.4,18.8,16.5,965.6,1016.1,1017.1,,,2.5,240,0.9,3.2,9.0,2.4,8.6,,,0.0,,177,,,,168,0,0.104,2025-06-03 07:00:00,2025,6,June
MAH,03.06.2025 08:00,17.7,17.3,18.0,,,91.6,18.5,16.3,965.5,1015.8,1017.0,,,3.0,205,1.5,5.4,10.8,2.9,10.4,,,0.0,,313,,,,289,1,0.185,2025-06-03 08:00:00,2025,6,June
MAH,03.06.2025 09:00,19.1,18.3,19.4,,,85.8,18.9,16.6,965.4,1015.5,1016.9,,,4.4,193,2.3,8.3,15.8,4.3,15.5,,,0.0,,639,,,,446,22,0.371,2025-06-03 09:00:00,2025,6,June
MAH,03.06.2025 10:00,19.6,19.4,19.9,,,83.0,18.9,16.6,965.3,1015.2,1016.8,,,5.9,194,3.1,11.2,21.2,5.6,20.2,,,0.0,,434,,,,387,3,0.273,2025-06-03 10:00:00,2025,6,June
MAH,03.06.2025 11:00,19.7,19.4,20.1,,,82.2,18.9,16.6,965.2,1015.0,1016.7,,,4.7,193,2.7,9.7,16.9,4.5,16.2,,,0.0,,359,,,,346,0,0.238,2025-06-03 11:00:00,2025,6,June
MAH,03.06.2025 12:00,20.8,20.1,21.2,,,77.0,18.9,16.6,964.9,1014.6,1016.4,,,4.0,197,1.4,5.0,14.4,3.9,14.0,,,0.0,,578,,,,462,7,0.378,2025-06-03 12:00:00,2025,6,June
MAH,03.06.2025 13:00,21.9,21.2,22.4,,,74.4,19.6,17.1,964.5,1014.0,1016.0,,,3.6,233,1.0,3.6,13.0,3.5,12.6,,,0.0,,555,,,,435,12,0.374,2025-06-03 13:00:00,2025,6,June
MAH,03.06.2025 14:00,22.5,22.4,22.5,,,71.6,19.5,17.1,964.0,1013.3,1015.4,,,4.2,191,2.1,7.6,15.1,4.1,14.8,,,0.0,,310,,,,302,0,0.236,2025-06-03 14:00:00,2025,6,June
MAH,03.06.2025 15:00,22.5,22.1,23.1,,,61.3,16.7,14.7,963.6,1013.0,1015.0,,,6.9,249,2.7,9.7,24.8,6.7,24.1,,,0.0,,311,,,,263,5,0.254,2025-06-03 15:00:00,2025,6,June
MAH,03.06.2025 16:00,23.5,23.1,23.6,,,57.4,16.6,14.6,963.1,1012.2,1014.5,,,4.9,203,1.7,6.1,17.6,4.6,16.6,,,0.0,,470,,,,251,35,0.327,2025-06-03 16:00:00,2025,6,June
MAH,03.06.2025 17:00,23.9,23.7,24.0,,,58.9,17.4,15.3,962.8,1011.8,1014.2,,,4.0,270,1.5,5.4,14.4,3.8,13.7,,,0.0,,403,,,,147,60,0.268,2025-06-03 17:00:00,2025,6,June
MAH,03.06.2025 18:00,22.6,22.1,23.5,,,69.8,19.1,16.8,962.7,1011.9,1014.1,,,2.7,29,1.5,5.4,9.7,2.6,9.4,,,0.0,,155,,,,115,18,0.112,2025-06-03 18:00:00,2025,6,June
MAH,03.06.2025 19:00,20.3,19.2,22.0,,,79.2,18.8,16.5,962.7,1012.3,1014.1,,,4.0,23,2.4,8.6,14.4,3.9,14.0,,,0.0,,36,,,,34,0,0.047,2025-06-03 19:00:00,2025,6,June
MAH,03.06.2025 20:00,19.1,18.6,19.4,,,83.7,18.5,16.2,963.3,1013.2,1014.7,,,4.6,45,2.0,7.2,16.6,4.5,16.2,,,0.2,,3,,,,2,0,0.009,2025-06-03 20:00:00,2025,6,June
MAH,03.06.2025 21:00,18.5,17.9,19.3,,,84.7,18.0,15.8,963.2,1013.2,1014.6,,,4.7,148,1.4,5.0,16.9,4.6,16.6,,,0.0,,2,,,,1,0,0.004,2025-06-03 21:00:00,2025,6,June
MAH,03.06.2025 22:00,16.9,16.7,17.3,,,96.6,18.5,16.3,963.1,1013.4,1014.5,,,2.7,344,1.0,3.6,9.7,2.5,9.0,,,0.0,,3,,,,2,0,-0.005,2025-06-03 22:00:00,2025,6,June
MAH,03.06.2025 23:00,16.5,16.3,16.8,,,98.1,18.4,16.2,963.0,1013.4,1014.4,,,2.4,350,1.3,4.7,8.6,2.3,8.3,,,0.0,,2,,,,1,0,-0.005,2025-06-03 23:00:00,2025,6,June
MAH,04.06.2025 00:00,16.2,16.0,16.5,,,99.2,18.3,16.1,962.8,1013.2,1014.2,,,2.0,315,0.8,2.9,7.2,2.0,7.2,,,0.0,,2,,,,1,0,-0.007,2025-06-04 00:00:00,2025,6,June
MAH,04.06.2025 01:00,16.1,15.9,16.4,,,99.2,18.2,16.0,962.6,1013.0,1014.0,,,1.2,63,0.5,1.8,4.3,1.1,4.0,,,0.0,,2,,,,1,0,-0.007,2025-06-04 01:00:00,2025,6,June
MAH,04.06.2025 02:00,15.5,15.1,15.9,,,99.3,17.4,15.4,962.1,1012.6,1013.4,,,1.6,315,0.8,2.9,5.8,1.5,5.4,,,0.0,,3,,,,2,0,-0.007,2025-06-04 02:00:00,2025,6,June
MAH,04.06.2025 03:00,15.6,15.4,15.7,,,99.3,17.6,15.5,962.1,1012.6,1013.5,,,4.2,200,1.8,6.5,15.1,4.0,14.4,,,5.7,,3,,,,2,0,-0.005,2025-06-04 03:00:00,2025,6,June
MAH,04.06.2025 04:00,15.9,15.7,16.0,,,99.3,17.9,15.8,962.2,1012.7,1013.6,,,3.5,279,1.6,5.8,12.6,3.4,12.2,,,5.1,,2,,,,1,0,-0.006,2025-06-04 04:00:00,2025,6,June
MAH,04.06.2025 05:00,15.9,15.8,16.0,,,99.3,17.9,15.8,962.3,1012.7,1013.7,,,2.2,90,1.0,3.6,7.9,2.2,7.9,,,0.9,,10,,,,8,0,0.018,2025-06-04 05:00:00,2025,6,June
MAH,04.06.2025 06:00,16.0,15.9,16.1,,,99.3,18.1,15.9,961.7,1012.1,1013.0,,,2.7,27,1.1,4.0,9.7,2.6,9.4,,,0.6,,34,,,,32,0,0.03,2025-06-04 06:00:00,2025,6,June
MAH,04.06.2025 07:00,16.7,16.3,17.3,,,99.3,18.8,16.6,961.6,1011.9,1012.9,,,4.2,315,1.8,6.5,15.1,4.1,14.8,,,0.0,,173,,,,141,7,0.097,2025-06-04 07:00:00,2025,6,June
MAH,04.06.2025 08:00,17.3,17.2,17.5,,,99.1,19.6,17.2,961.6,1011.8,1012.9,,,3.3,37,1.4,5.0,11.9,3.2,11.5,,,0.4,,116,,,,111,0,0.077,2025-06-04 08:00:00,2025,6,June
MAH,04.06.2025 09:00,18.0,17.4,18.8,,,91.8,19.0,16.7,961.8,1011.8,1013.1,,,3.8,153,1.5,5.4,13.7,3.6,13.0,,,0.7,,301,,,,265,0,0.186,2025-06-04 09:00:00,2025,6,June
MAH,04.06.2025 10:00,19.2,18.9,19.7,,,83.4,18.6,16.3,961.8,1011.7,1013.1,,,4.1,178,2.6,9.4,14.8,4.0,14.4,,,0.0,,365,,,,332,2,0.235,2025-06-04 10:00:00,2025,6,June
MAH,04.06.2025 11:00,20.1,19.9,20.5,,,76.3,17.9,15.8,961.5,1011.1,1012.8,,,3.4,190,1.4,5.0,12.2,3.4,12.2,,,0.0,,511,,,,444,0,0.334,2025-06-04 11:00:00,2025,6,June
MAH,04.06.2025 12:00,21.1,20.7,21.6,,,69.9,17.4,15.4,960.8,1010.2,1012.1,,,4.1,50,1.4,5.0,14.8,3.9,14.0,,,0.0,,693,,,,569,1,0.453,2025-06-04 12:00:00,2025,6,June
MAH,04.06.2025 13:00,20.3,17.7,21.7,,,75.1,17.9,15.7,960.7,1010.2,1012.0,,,11.3,294,3.2,11.5,40.7,10.8,38.9,,,0.6,,432,,,,324,8,0.292,2025-06-04 13:00:00,2025,6,June
MAH,04.06.2025 14:00,17.8,16.3,19.7,,,78.3,15.9,13.9,961.5,1011.6,1012.8,,,11.4,219,5.1,18.4,41.0,10.6,38.2,,,1.9,,184,,,,123,5,0.153,2025-06-04 14:00:00,2025,6,June
MAH,04.06.2025 15:00,16.4,16.2,16.5,,,89.6,16.7,14.7,962.0,1012.3,1013.4,,,9.8,202,4.5,16.2,35.3,9.7,34.9,,,0.0,,131,,,,128,0,0.095,2025-06-04 15:00:00,2025,6,June
MAH,04.06.2025 16:00,16.6,16.5,16.7,,,89.7,16.9,14.9,962.3,1012.6,1013.7,,,6.8,220,3.1,11.2,24.5,6.4,23.0,,,0.0,,108,,,,107,0,0.082,2025-06-04 16:00:00,2025,6,June
MAH,04.06.2025 17:00,16.7,16.5,16.8,,,89.7,17.0,15.0,962.4,1012.7,1013.8,,,8.3,199,5.0,18.0,29.9,8.1,29.2,,,0.0,,89,,,,88,0,0.073,2025-06-04 17:00:00,2025,6,June
MAH,04.06.2025 18:00,16.4,16.3,16.5,,,90.5,16.9,14.8,962.9,1013.3,1014.3,,,7.7,196,4.4,15.8,27.7,7.3,26.3,,,0.0,,45,,,,44,0,0.049,2025-06-04 18:00:00,2025,6,June
MAH,04.06.2025 19:00,16.0,15.7,16.3,,,90.4,16.5,14.5,963.2,1013.6,1014.6,,,4.5,193,2.7,9.7,16.2,4.4,15.8,,,0.2,,15,,,,14,0,0.03,2025-06-04 19:00:00,2025,6,June
MAH,04.06.2025 20:00,15.5,15.2,15.8,,,93.1,16.3,14.3,963.5,1014.1,1014.9,,,2.9,225,1.5,5.4,10.4,2.8,10.1,,,0.0,,2,,,,1,0,-0.002,2025-06-04 20:00:00,2025,6,June
MAH,04.06.2025 21:00,15.4,15.2,15.5,,,90.4,15.8,13.8,964.4,1015.1,1015.9,,,4.4,214,2.5,9.0,15.8,4.2,15.1,,,0.0,,2,,,,1,0,0.003,2025-06-04 21:00:00,2025,6,June
MAH,04.06.2025 22:00,15.2,15.1,15.4,,,93.2,16.1,14.2,964.9,1015.6,1016.4,,,5.8,189,3.3,11.9,20.9,5.6,20.2,,,0.0,,2,,,,1,0,0.003,2025-06-04 22:00:00,2025,6,June
MAH,04.06.2025 23:00,15.2,15.0,15.4,,,92.0,15.9,13.9,965.1,1015.8,1016.6,,,4.1,219,2.2,7.9,14.8,3.9,14.0,,,0.0,,2,,,,1,0,0.001,2025-06-04 23:00:00,2025,6,June
MAH,05.06.2025 00:00,14.9,14.7,15.1,,,96.1,16.2,14.3,965.0,1015.8,1016.5,,,5.2,218,2.4,8.6,18.7,5.0,18.0,,,0.0,,2,,,,1,0,-0.002,2025-06-05 00:00:00,2025,6,June
MAH,05.06.2025 01:00,15.1,14.9,15.3,,,84.6,14.5,12.5,965.0,1015.8,1016.5,,,5.5,225,2.4,8.6,19.8,5.3,19.1,,,0.0,,2,,,,1,0,0.008,2025-06-05 01:00:00,2025,6,June
MAH,05.06.2025 02:00,14.6,14.4,14.7,,,90.1,15.0,13.0,964.8,1015.6,1016.3,,,2.9,228,1.6,5.8,10.4,2.8,10.1,,,0.0,,2,,,,1,0,0.0,2025-06-05 02:00:00,2025,6,June
MAH,05.06.2025 03:00,14.4,14.2,14.8,,,86.5,14.2,12.2,964.5,1015.4,1016.0,,,2.4,225,1.1,4.0,8.6,2.3,8.3,,,0.0,,2,,,,1,0,0.0,2025-06-05 03:00:00,2025,6,June
MAH,05.06.2025 04:00,14.3,14.0,14.4,,,92.8,15.1,13.1,964.6,1015.5,1016.1,,,4.0,195,1.9,6.8,14.4,3.8,13.7,,,0.0,,4,,,,3,0,0.0,2025-06-05 04:00:00,2025,6,June
MAH,05.06.2025 05:00,13.7,13.4,14.1,,,97.2,15.2,13.2,964.8,1015.8,1016.3,,,4.4,233,1.8,6.5,15.8,4.3,15.5,,,0.0,,35,,,,33,0,0.021,2025-06-05 05:00:00,2025,6,June
MAH,05.06.2025 06:00,13.9,13.5,14.6,,,96.9,15.4,13.4,965.0,1015.9,1016.5,,,2.3,360,1.0,3.6,8.3,2.3,8.3,,,0.0,,99,,,,95,0,0.054,2025-06-05 06:00:00,2025,6,June
MAH,05.06.2025 07:00,15.6,14.9,16.7,,,92.7,16.4,14.4,965.2,1015.8,1016.7,,,3.7,172,1.4,5.0,13.3,3.7,13.3,,,0.0,,196,,,,180,0,0.111,2025-06-05 07:00:00,2025,6,June
MAH,05.06.2025 08:00,17.1,16.6,17.5,,,88.4,17.2,15.2,965.1,1015.4,1016.6,,,4.5,188,3.0,10.8,16.2,4.4,15.8,,,0.0,,295,,,,240,7,0.171,2025-06-05 08:00:00,2025,6,June
MAH,05.06.2025 09:00,17.9,17.3,18.6,,,83.3,17.1,15.1,964.9,1015.1,1016.4,,,7.0,203,3.5,12.6,25.2,6.6,23.8,,,0.0,,338,,,,312,1,0.209,2025-06-05 09:00:00,2025,6,June
MAH,05.06.2025 10:00,17.8,17.2,18.3,,,80.3,16.4,14.4,964.8,1015.0,1016.3,,,9.4,213,4.9,17.6,33.8,9.1,32.8,,,0.4,,202,,,,198,0,0.156,2025-06-05 10:00:00,2025,6,June
MAH,05.06.2025 11:00,18.5,17.7,19.4,,,77.9,16.5,14.5,964.7,1014.8,1016.2,,,11.5,208,6.2,22.3,41.4,11.1,40.0,,,0.0,,479,,,,435,0,0.292,2025-06-05 11:00:00,2025,6,June
MAH,05.06.2025 12:00,19.0,18.0,19.8,,,73.5,16.1,14.1,964.7,1014.8,1016.2,,,12.1,224,5.6,20.2,43.6,11.6,41.8,,,0.0,,378,,,,339,2,0.264,2025-06-05 12:00:00,2025,6,June
